gene,Human_GBM_peritumor_astrocytes,Human_sclerotic_hippocampi_astrocytes,Human_fetal_astrocytes,Human_mature_astrocytes,Human_Neurons,Human_Oligodendrocytes,Human_Microglia_Macrophage,Human_Endothelial,Human_Whole_Cortex
ACYP2,15.2313125,16.319325,2.18934,18.67440833,18.7193,12.185856,1.2,3.23662,12.4765125
ADA,1.3596755,1.37733925,0.413786833,1.94588725,0.870646,1.480743,0.1,0.329554,0.145734
ADAD1,0.1,0.1012,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ADAD2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ADAL,2.3175375,3.20134,1.628861667,4.019305833,2.67746,2.0022354,1.1,0.86478,1.35620425
ADAM1,0.3460895,0.547264,0.639415333,0.506351583,1.39237,0.4521018,0.5,0.2370315,0.73568475
ADAM10,6.412503,12.9724725,6.86743,7.425261667,9.1282,15.572576,22.6,6.324075,4.1904875
ADAM11,0.07254735,0.0564081,0.206889667,0.130614,0.108958,0.1,0.1,0.1,0.16773175
ADAM12,4.099555,0.28386925,0.115903,0.28570225,0.155221,0.3244096,0.1,0.1,0.19215875
ADAM15,0.2796715,0.63605575,0.434831167,0.31083775,0.1,0.1056584,0.1,0.9893525,0.09644455
ADAM17,8.01982775,5.60586,7.061548333,4.564908333,4.37618,4.407868,20.4,2.98586,1.934475
ADAM18,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ADAM19,0.672122975,0.7395155,0.372186667,0.10028525,0.254616,0.4046848,0.1,0.1,0.09797535
ADAM2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0790301
ADAM20,0.176643725,0.099094,0.089689183,0.32108675,0.177301,0.1804794,0.1,0.1,0.271489
ADAM21,1.489972875,0.2113828,0.1139835,0.724778833,1.39955,0.1268498,0.1,0.1,1.04334375
ADAM21P1,0.07567085,0.113649275,0.0915129,0.14461625,0.124767,0.1,0.1,0.1,0.3437355
ADAM22,2.5659075,4.1455025,2.4101625,2.54427,25.6011,5.02543,0.5,0.588833,6.0361275
ADAM23,2.49661445,1.375261,2.476271667,0.993311083,6.72623,1.4185184,0.1,0.303583,3.844645
ADAM28,0.123942225,2.99114075,0.091979167,0.534722833,0.379905,3.587671,61.4,0.102516,1.40226125
ADAM29,0.1,0.087412725,0.1,0.1,0.1,0.1,0.1,0.1,0.0687465
ADAM30,0.0561114,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ADAM32,0.9923455,1.7861105,0.265452833,0.503641,1.09145,1.1019816,0.2,0.5222245,1.11920225
ADAM33,0.359369,0.2210893,1.5942945,0.533691083,0.778352,0.1,0.1,0.5749215,0.18105355
ADAM3A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ADAM5P,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ADAM6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ADAM7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0462302
ADAM8,0.097238075,0.0644653,0.1,0.1,0.1,0.1,0.1,0.1,0.077033775
ADAM9,41.13748,6.730845,12.39370833,5.402913333,6.52183,7.33965,27.7,1.820935,3.8307925
ADAMDEC1,0.071747775,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.065620075
ADAMTS1,6.020794575,9.7277525,2.943705,0.866449,3.49613,9.686956,0.1,3.05835,0.61902175
ADAMTS10,0.051156375,0.048666175,0.41634125,0.143828917,0.1,0.1,0.1,0.1,0.042740925
ADAMTS12,0.19139175,0.09065435,0.112739333,0.1,0.1,0.1,0.1,0.1,0.054586218
ADAMTS13,0.06257185,0.20731325,0.09523585,0.138427083,0.1,0.1,0.1,0.1,0.0878779
ADAMTS14,0.0724106,0.08405875,0.1,0.1,0.1,0.1,0.1,0.1,0.077356998
ADAMTS15,0.39100575,0.068316475,0.272842833,0.1,0.1,0.1,0.1,0.1,0.079359325
ADAMTS16,0.0761777,0.078816125,0.098835917,0.1,0.1,0.1,0.1,0.1,0.2495705
ADAMTS17,0.03915005,0.281275,0.472431483,0.73314275,0.149069,0.2997354,0.2,0.1,0.152439
ADAMTS18,0.173423125,1.711762,0.1,0.128522583,0.1,0.5193746,0.1,0.1,0.038636005
ADAMTS19,0.105001,0.1708525,0.447384167,0.133208583,0.514621,0.171399,0.1,0.2278265,0.298806575
ADAMTS2,0.201824425,0.06056745,0.16144345,0.1,0.124904,0.1112342,0.1,0.1,0.01905858
ADAMTS20,0.1,0.085085775,0.084819143,0.1,0.1,0.1,0.1,0.1,0.046324798
ADAMTS3,0.80946925,0.081479625,0.616903667,0.12294525,0.284596,0.1,0.1,0.1,0.493111
ADAMTS4,0.44970325,3.54843875,0.1,0.154769167,0.166222,3.024626,3.8,0.51085,0.10044295
ADAMTS5,0.3459689,0.096573625,0.156382333,0.1,0.26521,0.1536646,0.1,0.1,0.1154591
ADAMTS6,1.23673525,0.34395125,1.764678333,0.101736167,1.87392,0.2545724,0.1,0.2174755,0.25392075
ADAMTS7,0.08292155,0.07851655,0.3858013,0.1,0.1,0.1,0.1,0.1,0.1
ADAMTS8,0.273717725,0.67674975,0.092838983,0.119004167,0.330949,0.4772366,0.1,1.2402305,0.44724075
ADAMTS9,4.93009625,0.6331785,0.600324667,0.4042585,0.802711,0.3191902,0.1,0.2550795,0.30058
ADAMTS9-AS2,0.44975725,0.114208025,0.597636167,0.153129,0.908925,0.10171,0.1,0.7306075,0.254824975
ADAMTSL1,0.282687825,0.10870835,0.542201917,0.1,0.41145,0.1043306,0.1,0.1,0.049465775
ADAMTSL2,0.1,0.061595,0.1,0.1,0.1,0.1,0.1,0.1049365,0.078378275
ADAMTSL3,0.045110525,0.42970225,0.176946617,0.1066065,0.76811,0.4433214,0.1,0.198701,0.23779125
ADAMTSL4,0.51628325,0.113106925,0.3117015,0.1257835,0.1,0.1233038,0.6,0.1,0.094517625
ADAMTSL5,0.269612375,0.073788275,0.1,0.595889167,0.172922,0.1,0.1,0.1,0.1018495
ADAP1,0.08426175,0.37096075,0.1,0.1006665,0.1,0.1,0.1,0.116573,0.05767815
ADAP2,0.27077425,1.30416425,0.1059555,0.266261667,0.1,0.5193034,9.4,0.4667535,0.169539975
ADAR,13.82401,11.2461475,12.86485167,9.56259,15.3144,7.41372,9.8,9.32006,5.223905
ADARB1,0.80805975,0.69090875,0.945358,0.621822583,4.73522,0.3775724,0.6,0.6390995,2.626875
ADARB2,0.097262513,3.46992,0.123004067,0.644948917,6.38176,2.02735,0.1,0.193087,0.616434
ADARB2-AS1,0.1,1.66986,0.1,0.1,0.1,0.5333034,0.1,0.1,0.14036125
ADAT1,1.21624,1.1622455,1.121602833,0.846324583,1.23377,0.7982842,1.1,0.425755,0.3942165
ADAT2,0.30665375,0.26454275,0.926744833,0.328746083,0.566242,0.1990188,0.6,0.1,0.474899
ADAT3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ADC,0.24995555,0.726405,0.427513667,0.16889175,0.34886,0.3077696,0.4,0.305036,0.14924475
ADCK1,0.579852,1.65174,0.688806667,0.7624085,2.39553,0.706665,0.9,0.491181,0.296704475
ADCK2,0.36789825,1.04937525,0.742359,0.590542583,1.48947,0.8975336,2.1,0.226458,0.132459
ADCK3,2.23919725,1.356314,0.907621833,0.9966445,1.09609,0.9011426,0.5,0.4141875,0.438285775
ADCK4,0.08096655,0.2563275,0.127393167,0.20305875,0.1,0.1,0.1,0.1,0.1
ADCK5,0.1,0.1,0.292848333,0.1,0.1,0.1,0.1,0.1,0.1
ADCY1,0.515695575,0.69785155,0.722987,0.196034167,3.4671,0.5693878,0.1,0.985628,1.50197225
ADCY10,0.07091815,0.1176664,0.085058733,0.1,0.1,0.1022734,0.1,0.1,0.0480602
ADCY2,4.45023,6.6541925,3.201711667,18.74868333,14.4738,0.943107,0.1,0.885021,3.16161825
ADCY3,1.41438125,0.669692,1.612065,1.255054333,0.955482,0.5454234,0.7,0.7799785,0.36638575
ADCY4,0.1,0.080667125,0.1,0.1,0.1,0.1,0.1,1.731475,0.110336175
ADCY5,0.3746204,2.17384975,0.329124167,0.269431333,1.0221,1.0296688,0.1,0.402825,0.64200525
ADCY6,0.43999125,0.29599275,0.824776667,0.454558833,0.644174,0.323756,0.2,0.5986385,0.215042675
ADCY7,0.34458925,0.73098175,0.991548333,0.344266833,0.423321,0.7779372,6.7,0.165983,0.323439
ADCY8,3.599743,2.2961975,0.365816,3.772845833,1.35032,0.8665758,0.1,0.117685,0.6902585
ADCY9,0.77792175,0.61307725,0.612044167,1.06036375,0.333654,0.2379938,0.2,0.486834,0.273438675
ADCYAP1,0.0867267,0.3987925,0.856027833,0.107332917,1.08585,0.1630426,0.1,0.103604,1.05365775
ADCYAP1R1,8.7191775,8.504975,9.613128333,30.73171667,13.5107,1.5177836,0.2,0.85601,1.3099545
ADD1,7.840595,15.27204,12.31585,16.02496583,5.4672,6.936474,3.5,6.056095,2.98914
ADD2,2.123555,1.1473735,14.49763333,0.279602667,13.5437,0.9653868,0.2,1.317565,5.253625
ADD3,33.287275,63.066475,7.846376667,111.088775,19.8517,40.60452,2.1,5.16048,41.58455
ADGB,0.08884585,0.155270775,0.267160433,0.1,0.1,0.1,0.1,0.1,0.085233525
ADH1A,0.096267025,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ADH1B,0.07733096,0.1,0.08443977,0.1,0.1,0.1,0.1,0.556086,0.066850175
ADH1C,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ADH4,0.0896868,0.085482875,0.501247,0.154077083,0.1,0.1,0.1,0.1,0.06227565
ADH5,13.4034975,11.0628075,10.25529833,22.73599167,10.0702,7.72568,5.9,3.84474,4.1246225
ADH6,0.07827435,0.081506475,0.514871217,0.137298417,0.1,0.1,0.1,0.1,0.084967375
ADH7,0.081087975,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ADHFE1,1.5259735,7.35616,3.131211667,12.67868333,1.09019,1.830022,0.9,0.835687,1.298656
ADI1,7.422445,11.69406,1.674071667,20.7460175,9.25387,9.283942,6.3,3.88351,2.1929095
ADIG,0.1,0.10729925,0.1,0.107864583,0.1,0.1,0.1,0.1,0.1
ADIPOQ,0.057117075,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.054978448
ADIPOR1,18.3026,21.867325,7.331868333,15.89238,8.31366,9.06467,12.0,13.079105,2.114461
ADIPOR2,2.414185,12.6854225,6.676663333,3.808359167,2.79886,13.80532,4.4,5.980535,0.58000025
ADK,9.250405,5.41262,6.994591667,7.720376667,11.2785,4.628718,5.5,3.42648,2.94257
ADM,18.330215,2.5086475,0.129683,4.854764083,1.48751,0.436967,4.8,19.2997,0.0923678
ADM2,0.084051,0.1,0.385624333,0.1,0.1,0.1,0.1,0.1,0.0775745
ADNP,15.844425,11.6453725,29.53136667,12.3378975,15.4576,9.580484,13.0,2.967115,5.84794
ADNP2,2.18119675,3.3521075,4.856473333,2.836789167,2.84334,2.628488,4.5,0.9708375,1.2360175
ADO,2.948542275,7.685745,1.303886667,1.689165,4.09726,4.284726,7.2,0.520925,1.1589
ADORA1,1.23295475,1.685634,0.3656715,1.426554917,0.1,0.713053,0.1,0.2351065,0.19190815
ADORA2A,0.085526675,0.0904222,0.494664667,0.1,0.1,0.1,0.2,2.122135,0.083317425
ADORA2B,2.09482325,3.35772975,2.085936667,13.61092417,1.37095,0.2267146,0.2,0.933412,0.76857925
ADORA3,0.55837975,15.370605,0.117166333,2.442451417,1.16125,20.772898,149.8,0.6387595,2.19906075
ADPGK,2.8491125,3.6752775,3.12161,2.291114167,1.7779,1.979364,11.1,1.311486,0.676207
ADPRH,1.1452525,0.97271075,0.101122,0.186494083,0.283213,0.73402,10.3,1.39927,0.16789925
ADPRHL1,0.2296503,0.16652965,0.112953,0.247114917,0.276355,0.1,0.1,0.1,0.07322605
ADPRHL2,0.751467,1.62531025,3.027348333,0.7507365,0.31048,1.1600518,1.0,0.3725755,0.117338575
ADRA1A,0.263893075,0.683645,0.446784,1.449959917,2.4177,0.2593616,0.1,0.129711,0.5952585
ADRA1B,0.0860365,0.14598355,0.310880667,0.425124583,1.45807,0.1,0.1,0.153189,0.173728075
ADRA1D,0.588373,0.1,0.1,0.104450167,0.466135,0.1,0.1,0.1,0.047508825
ADRA2A,0.189268975,0.133689625,1.424668833,0.484422417,3.80514,0.1,0.1,0.218368,0.138972675
ADRA2B,0.10895,0.0679663,0.1,0.1,0.1,0.1176624,0.1,0.1,0.1
ADRA2C,0.1,0.070996825,0.4777,0.1,0.1,0.1,0.1,0.447498,0.138555
ADRB1,0.60336675,2.54304125,0.332978117,4.907393333,3.96967,0.2790052,0.9,0.197663,0.60003075
ADRB2,0.85686425,4.6327075,0.966871667,5.678623333,0.500991,1.4182856,22.5,5.39882,0.508154
ADRB3,0.1,0.1,0.1,0.1,0.281992,0.1,0.1,0.1,0.105276025
ADRBK1,0.108755,0.15313995,0.704684333,0.117434417,0.1,0.1,0.3,0.162113,0.08806555
ADRBK2,0.5102775,1.07673525,0.778737,2.024,21.5697,0.8206236,3.9,1.93249,3.9423975
ADRM1,1.058026,0.538024,4.829716667,0.539462333,0.1,0.1609106,0.3,0.4638585,0.54392175
ADSL,3.73920525,2.89067,2.414005,3.2236875,4.75737,2.48296,3.0,1.269115,0.62605175
ADSS,2.639213,3.636515,1.179749667,1.706403167,3.2929,3.996162,1.8,0.7934845,3.9246725
ADSSL1,0.462138,1.32185175,0.093954017,0.705423167,0.297491,0.7342538,0.4,0.1,0.241647025
ADTRP,0.08762785,0.10285975,0.1,0.1,0.432387,0.1,0.1,0.1,0.243271275
AEBP1,6.4726105,0.990381,3.376928833,2.099871833,0.1,0.1697476,0.1,1.098445,0.3751735
AEBP2,2.934975,2.452855,4.777023333,1.852026667,3.92296,2.490422,2.8,1.005556,2.9923175
AEN,1.0482973,0.268985725,0.636661667,0.20382625,0.629716,0.3568016,1.7,0.519806,0.102454675
AES,2.954565,2.364385,7.085166667,2.553976667,4.87228,2.232926,0.5,4.25314,3.1036375
AFAP1,2.3023,1.71513125,2.022584833,0.305576667,3.83713,1.8881372,0.3,0.633773,0.68803375
AFAP1-AS1,0.17031425,0.144044,0.385506833,0.103219583,0.554247,0.1016472,0.1,0.1,0.2416155
AFAP1L1,3.047499,0.27505625,0.250201667,0.12622175,0.176951,0.1824238,0.1,2.92282,0.113793225
AFAP1L2,0.72040375,4.7268675,0.153281833,0.22482,0.852055,2.5362092,0.1,3.533955,0.6645405
AFF1,4.8260225,5.5003875,3.770126667,7.245576667,2.18775,3.23059,8.8,7.040955,2.4474625
AFF2,0.07713635,0.16555165,5.31598,0.157124833,7.01582,0.500759,0.1,1.06831,1.787165
AFF3,0.82979975,0.90873525,5.003926667,0.92579975,4.23687,0.2580054,0.6,0.6571515,2.6919725
AFF4,17.06124,17.640375,25.00336667,12.75175167,14.7403,10.995498,27.4,6.637445,7.2500075
AFG3L1P,0.37116,0.44726675,1.777078333,0.657284417,0.841532,0.4669502,0.6,0.1,0.3541743
AFG3L2,3.09243275,3.109925,3.018586667,3.961144167,5.52893,2.667378,2.4,1.7138,0.78604225
AFM,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
AFMID,0.69467,7.8693225,0.938681667,0.518948167,2.37618,6.079726,2.0,1.503255,0.332830325
AFP,0.1,0.094934175,0.1,0.1,0.1,0.1,0.1,0.1,0.1
AFTPH,5.38051475,5.2502475,5.550885,4.752061667,9.40949,5.503868,15.6,2.529755,4.6032225
AGA,4.08564,3.9108575,0.659003667,2.890385833,1.89541,3.262854,1.4,0.529585,1.12150375
AGAP1,2.99119675,7.25026,1.732603333,1.319838583,1.28277,6.8972,0.3,1.1081865,4.0503175
AGAP11,0.3780454,0.536740325,0.9533385,0.814835667,0.621334,0.1,0.1,1.3701025,0.376661
AGAP2,0.165033975,0.2775035,0.535739167,0.105668833,0.441858,0.1796754,0.1,0.514734,1.39345075
AGAP3,0.74201975,1.1991685,1.728341667,0.702005417,0.756778,0.6707646,1.8,0.956842,0.701973
AGAP4,0.676302,0.90423725,2.421566667,1.198905083,1.14163,0.6698158,0.6,0.620075,0.9298725
AGAP5,0.68757475,0.902781,1.3257275,0.996890833,0.82715,0.4156436,0.9,0.4529185,1.068478
AGAP6,1.16802375,1.8985175,4.071637833,1.929503333,0.737111,0.972084,1.6,0.9772935,1.46821
AGAP7,0.41407075,0.67531825,1.796634333,0.718266083,0.380147,0.244984,0.2,0.301514,0.55212825
AGAP8,0.64357525,0.909446,2.020868667,1.112417917,0.853603,0.6100324,0.6,0.43089,0.8859965
AGAP9,0.6140206,0.81557,2.047051,0.984294667,0.778917,0.5581906,0.6,0.281279,0.93210175
AGAP9,0.7128725,0.64469925,1.934067833,0.781743583,0.708745,0.4067028,0.4,0.317137,0.95517825
AGBL1,0.1,0.112494,0.7469905,0.1174505,0.1,0.1,0.1,0.1,0.08047025
AGBL2,0.59926525,0.087294425,0.759579,0.2193705,0.135131,0.1,0.1,0.1,0.078917925
AGBL3,0.18821575,0.22345475,0.1253125,0.168814167,0.275165,0.3619666,0.3,0.1,0.41374525
AGBL4,0.11546255,0.2832381,0.306023,0.379670917,1.81195,0.1153224,0.1,0.1,1.01425175
AGBL5,1.2802725,0.52418225,1.35132,0.597886,0.829116,0.34972,0.2,0.367987,0.11352475
AGER,0.05436985,0.056715675,0.09284925,0.1,0.1,0.1,0.1,0.1,0.03873655
AGER,0.05436985,0.056715675,0.154682417,0.1,0.1,0.1,0.1,0.1,0.03873655
AGER,0.054097825,0.056715675,0.18797525,0.1,0.1,0.1,0.1,0.1,0.03873655
AGER,0.05436985,0.054291475,0.18797525,0.1,0.1,0.1,0.1,0.1,0.03873655
AGER,0.05436985,0.05245465,0.18797525,0.1,0.1,0.1,0.1,0.1,0.03873655
AGER,0.05436985,0.072190175,0.18797525,0.1,0.1,0.1,0.1,0.1,0.03873655
AGER,0.05436985,0.054291475,0.18797525,0.1,0.1,0.1,0.1,0.1,0.03873655
AGFG1,5.4506475,7.383465,5.038828333,4.308889167,6.23029,4.90733,4.6,5.16661,2.4815775
AGFG2,1.3044545,0.80484675,0.786200833,1.172033083,0.1,0.1411974,0.1,0.26011,0.098212
AGGF1,9.075975,3.5385825,4.103143333,4.86829,6.18969,3.495564,2.1,1.625235,5.82258
AGK,5.02177,3.090445,3.400809167,3.6195625,10.704,3.053042,2.5,2.250015,1.8682875
AGL,2.1905825,4.2031125,1.978714,7.101283333,4.16175,1.550776,1.6,0.4333145,2.15243
AGMAT,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.1,0.1
AGMO,3.6282272,1.0486365,0.097823767,0.274060083,0.1,0.75714,0.1,0.1,0.095721375
AGPAT1,1.2438955,0.964925,0.7987055,1.107345,1.77404,0.5115334,0.3,0.788313,0.2176984
AGPAT1,1.37142225,0.96513625,0.9253615,1.130222,1.21043,0.4362126,0.3,0.868768,0.19426715
AGPAT1,1.16760075,0.93654375,0.945068167,1.00363125,1.02256,0.4560806,0.3,0.8420595,0.198292725
AGPAT1,1.32050475,0.96748975,1.038313167,1.050199417,1.21043,0.4425312,0.3,0.842129,0.1984884
AGPAT1,1.2804645,0.960743,1.041359833,1.02405425,1.02256,0.4641592,0.3,0.853191,0.213190775
AGPAT1,1.293565,1.07954975,0.933704833,1.03985425,0.976625,0.4370966,0.3,0.8155905,0.1998214
AGPAT1,1.43612425,0.99528125,1.271103167,1.13459625,0.987037,0.4765332,0.3,0.8706285,0.1950639
AGPAT2,0.1334975,0.1247835,0.1,0.1,0.1,0.1,0.1,0.1,0.1
AGPAT3,1.8702175,3.048275,1.404073333,4.726479167,2.93145,1.5054364,0.8,0.9744345,1.194225
AGPAT4,1.2345885,9.6046725,5.987088333,0.247039333,4.22163,4.69147,0.8,0.438796,2.044
AGPAT4-IT1,0.344204325,2.039435,1.667638333,0.10324,0.1,0.7590988,0.2,0.1,0.155393075
AGPAT5,7.712125,3.38595,4.088738333,4.844885,4.81416,2.867416,1.3,0.614088,1.3263555
AGPAT6,0.888741,1.1488375,0.878113167,0.588629083,0.897501,0.772657,0.8,0.45957,0.1850775
AGPAT9,0.195890375,0.45370055,0.2355795,0.112753333,0.283545,0.3979972,4.3,0.1,0.103070025
AGPHD1,0.51192925,0.68401175,0.235394667,2.183709917,0.450691,0.2291744,0.3,0.2046835,0.9661905
AGPS,2.2849125,3.1210875,2.1883485,2.310483333,3.59373,3.096798,2.6,0.551331,1.6187325
AGR2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
AGR3,0.11328725,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.18302275
AGRN,0.2332765,0.243086,0.806814,0.18098775,0.1,0.105195,0.1,1.011185,0.072601725
AGRP,0.1,0.1,0.1129375,0.1,0.1,0.1,0.1,0.1,0.142229
AGSK1,0.1,0.1,0.214063667,0.1,0.1,0.1,0.1,0.1,0.1
AGSK1,0.1,0.1,0.274118833,0.1,0.1,0.1,0.1,0.1,0.1
AGSK1,0.1,0.1,0.323337667,0.1,0.1,0.1,0.1,0.1,0.1
AGT,15.661825,27.0118525,2.139675,79.51860833,3.38068,1.5503254,0.2,1.428605,1.75590425
AGTPBP1,1.614635,13.1542,2.69682,4.648181667,11.367,42.33912,3.0,3.191685,6.4320775
AGTR1,0.287660475,0.178291375,0.1,0.11095825,0.555866,0.1,0.1,0.8121,0.094365775
AGTR2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.08229735
AGTRAP,1.929165,0.21954575,0.154896167,0.57002525,0.1,0.1054236,0.1,0.6463955,0.085501525
AGXT,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
AGXT2,0.1,0.08511175,0.1,0.1,0.1,0.1,0.1,0.1,0.080381525
AGXT2L1,28.14867925,93.8347,0.120002833,238.6415,11.0272,3.279592,0.6,3.26962,24.2329
AGXT2L2,0.47251825,1.3468185,0.747740333,0.527027583,0.127279,0.3852232,0.6,0.9181855,0.133593225
AHCTF1,4.8763225,3.9294625,4.694246667,4.139973333,3.73567,2.390302,3.9,1.0548015,4.945705
AHCY,4.6998025,3.0511575,1.831261667,2.216253083,4.82242,3.273476,1.3,1.172896,0.275196
AHCYL1,113.688975,95.509975,14.68867167,252.552,23.6111,20.83926,23.0,9.898595,22.68695
AHCYL2,16.6245225,13.1371825,5.7950785,44.4348,5.13759,6.273084,1.9,6.92774,5.5970025
AHDC1,0.172506,0.2781666,0.834973333,0.307888917,0.290293,0.1711938,0.2,0.223278,0.1895045
AHI1,4.2390225,7.7420275,11.39825333,4.9432475,23.8359,4.205308,4.3,1.59737,29.295175
AHNAK,7.0358275,6.08416,3.703278333,16.88915917,1.65244,0.4887286,3.0,18.9186,2.9589275
AHNAK2,1.0288155,0.103870375,0.117542333,0.188012083,0.50309,0.1,0.2,0.1,0.557781
AHR,14.1560875,6.7936205,1.0291205,0.249287333,5.47913,7.380468,3.0,1.534165,1.8296975
AHRR,0.1,0.1,0.148261167,0.1,0.1,0.1,0.2,0.1,0.2048965
AHSA1,5.4465975,14.3118775,8.807991667,8.582818333,15.6893,11.335982,8.8,2.84569,1.713131
AHSA2,2.57476,7.6056625,3.616655,3.349384167,0.1,8.46839,9.0,0.1,0.1
AHSG,0.1,0.1,0.089352533,0.1,0.506496,0.1,0.1,0.1,0.11556355
AHSP,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
AICDA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
AIDA,8.1742625,4.6559175,4.291911667,5.264689167,5.97347,3.144866,7.9,2.142985,7.1020025
AIF1,0.64111725,9.805135,0.125371167,2.644102583,0.458285,9.604264,59.9,1.31392,1.08126325
AIF1,0.63902625,10.05197,0.1269635,2.613686917,0.458285,9.843026,59.4,1.26916,1.05497525
AIF1,0.66704875,9.81679,0.120594167,2.628054917,0.458285,9.52293,59.8,1.2347265,1.05313525
AIF1,0.64511975,9.82837,0.130148167,2.597562417,0.458285,9.567334,59.6,1.29326,1.0548365
AIF1,0.65103625,9.8287075,0.1317405,2.626777167,0.458285,9.618542,59.7,1.379335,1.08707075
AIF1,0.66704875,9.755655,0.135070833,2.618332,0.458285,9.605128,59.7,1.310475,1.0600785
AIF1L,4.9810025,16.66019,11.41688667,6.3957875,0.579592,34.98382,0.3,17.7205,1.00850025
AIFM1,3.2507975,6.06382,2.09923,6.593033333,4.62643,3.585926,3.1,0.4871515,1.3333915
AIFM2,0.39895875,0.51082375,0.784582,0.713086417,0.1,0.194683,0.1,0.719503,0.12523025
AIFM3,1.0052847,1.01194775,0.102953333,4.6926045,0.10962,0.1,0.1,0.1004325,0.6436034
AIG1,15.0154275,28.86265,6.973238333,30.33745,31.0977,15.05588,16.8,6.36137,6.2885675
AIM1,1.90686,0.108933875,0.13192035,0.10785325,0.341623,0.1271526,0.2,0.8708865,0.2641745
AIM1L,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
AIM2,0.09805525,0.11334275,1.047744667,0.1130905,0.903846,0.1080484,0.9,0.105262,0.58833075
AIMP1,7.3267825,7.1475975,5.270368333,5.895084167,6.18393,6.6117422,5.2,2.18143,6.2916775
AIMP2,0.1,0.1,1.385151667,0.87412,0.1,0.1,0.1,0.1,0.1
AIP,0.5217515,2.01283925,0.580732333,0.751109417,0.225793,0.448657,0.3,1.281535,0.09163385
AIPL1,0.1,0.1,0.2266555,0.1,0.1,0.1,0.1,0.1,0.1
AIRE,0.103736375,0.08766665,0.1,0.106597083,0.1,0.1,0.1,0.1,0.08843715
AJAP1,0.088123825,1.20741325,0.245177833,0.128897333,2.19299,0.5450894,0.1,0.2053995,3.08583
AJUBA,0.464284075,0.093941275,2.204625,0.135405083,0.1,0.1,0.1,0.725609,0.090796
AK1,0.3121655,1.20225625,2.25166,2.0740465,0.669,0.2876424,0.2,0.526911,0.271841
AK2,8.6735,7.8552325,7.314805,7.708581667,4.31246,7.013996,6.5,2.168125,2.674195
AK3,6.32303,7.462975,4.290013333,10.97176917,5.39098,3.433062,1.4,2.50813,2.440415
AK4,21.66621,9.956005,4.396538333,34.3472,7.28197,1.2388386,0.2,1.148481,4.8303425
AK5,0.42006975,20.32912,2.370628333,1.44681975,44.9008,24.08974,0.7,3.116185,32.3159
AK7,0.08599385,0.53617725,0.823874833,0.104411,0.375679,0.5700574,0.1,0.1,0.07831575
AK8,0.155644725,0.1146294,0.59908,0.331637417,0.1,0.1,0.1,0.1,0.076834625
AKAP1,2.42086,2.778125,1.265866333,4.142880833,3.37418,1.646402,0.5,2.18817,0.96938525
AKAP10,5.04195,4.372685,2.809578333,5.182015833,6.84979,3.636606,3.3,1.37407,2.9988175
AKAP11,9.78794,12.61165,8.054873333,12.55530583,30.6999,12.115142,9.2,3.310725,24.44915
AKAP12,21.299975,6.09909,35.45513333,15.75636667,8.55834,6.557884,0.6,11.838255,12.150955
AKAP13,6.68558,4.467205,7.689635,2.534518333,1.36133,1.7061166,26.8,2.1402595,2.70135
AKAP14,0.1602445,0.20311625,0.177711,0.113319583,1.10861,0.1,0.1,0.3299885,0.30967075
AKAP17A,0.7034585,0.8255665,1.492119167,0.491744417,0.68658,0.5960294,1.8,0.305325,0.2778295
AKAP17A,0.7034585,0.8255665,1.492119167,0.491744417,0.68658,0.6154336,1.9,0.305325,0.2778295
AKAP2,3.590655,1.347767,3.120201667,0.360225417,7.3971,2.561778,1.3,8.27783,1.4615625
AKAP3,0.1262765,0.61112175,0.350143167,0.524438917,0.162837,0.4759274,0.1,0.1562685,0.089125775
AKAP4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
